,tune,dataset
5088,15584_the_gartan_mothers_lullaby,train
5089,15585_coinnle_an_linbh_iosa,train
5090,15586_jessicas_drum,train
5091,15587_pigs_in_the_parlour,train
5092,15588_slngpolska_efter_juringius,test
5093,15589_hellulaulu_polska,train
5094,15590_the_cauldron,validation
5095,15591_the_brightness_0f_1704,train
5096,15592_tadhg_and_biddys,train
5097,15593_wedding_gift,test
5098,15599_the_gracious_fair_lady,train
5099,15600_reel__marcel,train
5100,15602_glentanefinnane,train
5101,15604_bert_ferguson,train
5102,15605_old_french,train
5103,15606_rowers_go_berserk,train
5104,15607_guss,train
5105,15608_napoleon_in_morocco,train
5106,15609_teddys_delight,train
5107,15611_trick_or_treat,train
5108,15612_halloween_eve,train
5109,15613_turning_tides,train
5110,15614_mickie_murphy,train
5111,15615_miss_douglas,train
5112,15616_fr,train
5113,15617_the_dolly_varden,validation
5114,15618_horizontigo,train
5115,15619_drink_your_tea_love,train
5116,15620_sinfully_delicious,train
5117,15622_the_ballad_of_ballynure,validation
5118,15623_comin_thro_the_rye,train
5119,15624_st,test
5120,15625_the_grey_cairn,validation
5121,15626_gordon_cot,train
5122,15627_a_hole_in_the_head,test
5123,15628_the_music_room,train
5124,15629_speeding_bishop,test
5125,15630_drumline_castle,test
5126,15631_the_shores_of_lough_breda,train
5127,15632_the_brand_new,train
5128,15633_the_regal_rabbit,test
5129,15634_tommy_sullivans,train
5130,15635_the_woods_of_ballinahinch,train
5131,15636_big_ben,test
5132,15637_single_again,validation
5133,15638_the_hip_flask,train
5134,15639_a_december_evening,train
5135,15640_not_basingstoke,train
5136,15641_the_campbells_are_coming,train
5137,15642_lontar_dinn_an_criscn,train
5138,15644_will_this_winter_never_end,train
5139,15645_steeles_rock,train
5140,15647_celestial,validation
5141,15648_rodents_return,validation
5142,15649_stephens_nod_to_mick,train
5143,15651_moving_swiftly_on,train
5144,15652_farsund,train
5145,15653_da_trowie_spring,train
5146,15654_da_fiddlers_oer_fu,train
5147,15655_its_a_bar,test
5148,15657_the_flooded_meadow,train
5149,15658_the_comet,train
5150,15659_the_camels_toe,test
5151,15660_the_blessings_of_silver,train
5152,15661_shamrocks_in_the_galax,test
5153,15662_damons_winder,train
5154,15663_gan_ainm,train
5155,15664_gan_ainm,train
5156,15665_mina_olen_mees,train
5157,15666_floating_from_skerry,train
5158,15667_sally_magee,test
5159,15668_hungarian_folk_tune,test
5160,15669_the_night_weavers,train
5161,15670_the_sham_doctor,test
5162,15671_katie_sloan,train
5163,15672_princess_brenda,test
5164,15673_lads_of_leith,train
5165,15674_mazurka_rise,validation
5166,15675_the_bluestack,test
5167,15676_waltz_63,train
5168,15677_wild_strawberry_hill,train
5169,15678_the_cross_of_savannagh,train
5170,15679_the_one_that_got_away,train
5171,15680_two_wide_nickels,test
5172,15681_tyrkky,test
5173,15682_angst_agus_angus,validation
5174,15683_tripping_oer_the_bogs,train
5175,15684_the_silk_handkerchief,test
5176,15685_nystrms_polska,train
5177,15686_the_road_to_tumu,train
5178,15687_mazurka_dans_les_petites_fleurs,validation
5179,15688_the_hole_in_the_coat,test
5180,15689_ethnica,validation
5181,15690_the_duchess_of_yell,train
5182,15691_bob_herdmans_lost_tomato,train
5183,15692_trondheimsfjorden,train
5184,15693_yew_piney_mountain,validation
5185,15694_towie_castle,validation
5186,15695_mcgraths,train
5187,15696_daves,train
5188,15697_finbarr_dwyers,train
5189,15698_glr_na_naingeal,train
5190,15699_the_languor_of_love,train
5191,156_now_shes_purring,train
5192,15700_how_can_we_abstain_from_whisky,train
5193,15701_the_nymrod,train
5194,15702_the_empress_clog,test
5195,15703_kenmare_bay,validation
5196,15704_lough_fada,validation
5197,15705_miss_hog_of_newliston,validation
5198,15706_miss_grace_speirs_of_elderslie,test
5199,15707_the_lodge_road,train
5200,15708_the_heroes_of_longhope,validation
5201,15709_hand_me_down_the_tickle,train
5202,15710_john_mcfaddens,train
5203,15711_kevins_dream,validation
5204,15712_heather_glen,train
5205,15714_a_chomaraigh_aoibhinn_o,train
5206,15715_coulagh_bay,test
5207,15716_the_jolly_angler,train
5208,15717_the_28th_of_january,test
5209,15718_my_otis_tomas_mandolin,test
5210,15719_first_snow,validation
5211,15720_an_old_friend,test
5212,15721_boure_entre_la_sacoche_et_la_valise,train
5213,15722_grant_wood_reversed_into_my_dads_fence,train
5214,15723_for_reals,train
5215,15724_fantomenland,train
5216,15725_roll_out_the_snake,train
5217,15726_taibhse_chonaill,train
5218,15727_dinny_obriens,train
5219,15728_galloping_ohogan,train
5220,15730_basil_the_retriever,test
5221,15731_the_oldham_rowling,train
5222,15732_mrs,validation
5223,15733_the_brig_o_balater,train
5224,15734_the_atlantean,train
5225,15735_backmats_lt,train
5226,15736_latifas,train
5227,15737_sellengers_round,validation
5228,15738_finnish_scottische,train
5229,15739_calendar_boys,test
5230,15740_the_happy_snowman,train
5231,15741_bingos,train
5232,15742_yaniks,validation
5233,15744_whistlin_in_the_rain,train
5234,15745_sows_lament_for_the_tatties,train
5235,15747_patsy_hanlys,train
5236,15748_i_wish_you_a_merry_new_year,train
5237,15749_fiddle_head,train
5238,15751_the_curious_beetle,train
5239,15752_sullys,train
5240,15753_gan_ainm,test
5241,15754_thomas_reilly_clerk_of_fore,train
5242,15755_the_oslo,train
5243,15756_weaver_flynn,test
5244,15757_lente_in_laren,train
5245,15760_the_empress,test
5246,15761_full_of_joy,train
5247,15762_the_yellow_haired_laddie,train
5248,15763_nameless,train
5249,15767_theme_for_scotland,test
5250,15768_einini,validation
5251,15769_lady_dunraven,train
5252,15770_john_regans,test
5253,15771_nellie_garveys,train
5254,15772_giga_de_tenerife,test
5255,15773_the_mascot,train
5256,15774_the_humours_of_aughnashalvey,train
5257,15775_the_old_timer,train
5258,15776_planxty_nancy_mcdermott,train
5259,15777_jig_of_mass_destruction,test
5260,15778_the_amateur_dentist,train
5261,15779_cawdor_fair,train
5262,15780_francis_oconnors,train
5263,15781_with_biddy_by_my_side,train
5264,15782_george_christie_of_fochabers,validation
5265,15784_eklunda,validation
5266,15785_waes_me_for_prince_charlie,validation
5267,15786_oh_wert_thou_in_the_cauld_blast,validation
5268,15788_walking_jake,test
5269,15789_fido,train
5270,15790_the_bee_in_the_bonnet,validation
5271,15791_the_very_man,test
5272,15792_colcloughs,train
5273,15793_tom_rowsomes,test
5274,15794_woodcroft_lane,train
5275,15795_the_house_on_the_lake,validation
5276,15796_reel_des_vieux,train
5277,15797_sir_aldingar,validation
5278,15798_chew_the_wood,train
5279,15799_polska_efter_erlandsson,train
5280,157_cathleen_hehirs,train
5281,15800_12_weeks_and_a_day,train
5282,15801_the_athens_taxi_ride,train
5283,15804_the_witch_island,validation
5284,15806_agent_craig,train
5285,15808_polska_efter_carl-erik_berndt,train
5286,15809_journeys_of_a_dreamer,test
5287,15810_dorothy_leurs,train
5288,15811_roulette,test
5289,15812_jimmy_mchugh,train
5290,15813_the_cas,train
5291,15815_cill_aodin,train
5292,15816_saxonburg,validation
5293,15817_finleys_gold,validation
5294,15818_the_poetic_milkman,train
5295,15819_away_to_chincoteague,train
5296,15820_e_to_e,train
5297,15824_the_maids_of_arrochar,validation
5298,15825_poor_girls,train
5299,15826_village_carousel,train
5300,15828_royal_wedding,train
5301,15829_anne_marie,train
5302,15834_clara_mannions,train
5303,15835_felgubben,test
5304,15837_revenge_of_the_harmonica,validation
5305,15838_the_black_ribbon,train
5306,15839_the_optimist,validation
5307,15840_chocolate_is_calling,train
5308,15841_the_new_carpet,train
5309,15842_the_crooked_ladder,train
5310,15843_alms_for_the_piper,train
5311,15844_reel_for_angus,validation
5312,15845_glad_lt,train
5313,15846_cairo,train
5314,15847_gan_ainm,test
5315,15849_escapade_in_a_minor,train
5316,15851_festen,train
5317,15855_the_pattern_day,validation
5318,15856_saltn_del_medio,test
5319,15857_the_banks_of_the_lossie,train
5320,15860_an_awesome_mayhem,train
5321,15861_modul_1,train
5322,15862_odonnells_return,train
5323,15863_alborada_da_allunqua,train
5324,15865_mangersta_beach,test
5325,15866_almost_blue,train
5326,15867_the_fox_and_the_hare,train
5327,15869_one_pint_down,train
5328,15870_chwerthin_mabon,train
5329,15871_catch_me_if_you_can,train
5330,15872_polska_frn_mrk,train
5331,15873_time_to_time,test
5332,15875_when_your_head_hurts,train
5333,15876_the_lake_of_spirits,test
5334,15877_a_jig_for_jane,train
5335,15878_into_the_way,validation
5336,15879_the_napkin_tune,train
5337,15880_lost_time,train
5338,15881_carol_gibsons_patter,train
5339,15882_frana,validation
5340,15883_the_wind_of_change,train
5341,15884_the_hero_without_a_name,test
5342,15885_chasing_daylight,train
5343,15886_little_molly_o,train
5344,15887_the_red_stag,train
5345,15889_ailein_duinn,validation
5346,15890_the_concrete_cow,test
5347,15891_balancing_in_bergen,train
5348,15892_the_old_oak,train
5349,15893_bonnie_charlie,train
5350,15894_the_retiro,train
5351,15895_ben_c_niven,train
5352,15896_the_happy_clap,test
5353,15897_marjorie_lowe,test
5354,15899_fox_in_the_flour,train
5355,158_in_and_out_the_harbour,train
5356,15900_snow_on_the_roof,validation
5357,15904_conor_oreilly,test
5358,15905_the_humours_of_castleoliver,train
5359,15906_vinden,train
5360,15907_shetland_times_and_tatties,train
5361,15908_wolf_in_the_whisky,train
5362,15909_jimmy_findlater,train
5363,15912_the_fair_city,train
5364,15913_betty_black,train
5365,15914_the_nun_and_the_german,train
5366,15915_harvest_field,validation
5367,15916_christmas_in_america,validation
5368,15917_st_giles_cathedral,test
5369,15922_nth,train
5370,15923_rocky_top,train
5371,15924_toast,validation
5372,15925_the_social_gallon,train
5373,15926_dannys_birthday,train
5374,15927_elusive_ross,train
5375,15928_three_to_skip,train
5376,15929_john_barleycorn,train
5377,15930_an_ghlaise_bheo,train
5378,15931_dixie_land,train
5379,15932_rachael_rae,test
5380,15933_tom_mcelvogues,train
5381,15934_impeachment,train
5382,15935_the_kestrel,train
5383,15936_waltz_after_olle_frank,train
5384,15937_how_auld_are_ye_my_bonnie_lass,train
5385,15938_trip_to_falsterbo,train
5386,15939_little_john_macneil,train
5387,15940_great_canadian,train
5388,15941_norries_carry-out,test
5389,15942_goedkope_tranen,train
5390,15943_the_oyster_catcher_and_the_actress,validation
5391,15944_talons_trip_to_thompson_island,validation
5392,15945_harrington_valley_two_step,train
5393,15946_sands_o_murness,validation
5394,15947_a_jig_for_kim,validation
5395,15948_crazy_creek,validation
5396,15949_the_tammienorrie,test
5397,15950_slngpolska_efter_byss-kalle,validation
5398,15951_old_toasty,validation
5399,15952_lost_in_fishponds,train
5400,15953_bhruacha_na_cambria,train
5401,15955_mckennas_ceilidh,train
5402,15956_betty_black,validation
5403,15957_alexs_haircut,train
5404,15958_the_red_and_black,train
5405,15959_poppys,train
5406,15960_beth_ywr_hf_i_mi,test
5407,15961_drunken_sailor,train
5408,15962_y_crwtyn_llwyd,train
5409,15963_peter_turbits,train
5410,15964_the_devon_flute_players_salute_to_shetland,validation
5411,15965_the_ladies_of_leinster,train
5412,15966_james_betagh,train
5413,15967_the_buncrana_boy,train
5414,15968_eliana_grace,train
5415,15969_gm,test
5416,15970_war_hent_kerrigouarch,train
5417,15971_the_first_of_august,train
5418,15973_henry_bloods,validation
5419,15974_stanchen,train
5420,15975_the_close_of_an_irish_day,validation
5421,15976_princess_charlottes_favourite,validation
5422,15977_the_night_in_newtown,test
5423,15978_the_curious_postman,test
5424,15979_the_unwilling_sparrow,train
5425,15980_the_connacht_drifters,validation
5426,15981_ralta_sa_spir,test
5427,15982_the_stow_quickstep,train
5428,15983_the_rainy_day,train
5429,15984_owen_connollys_fling,train
5430,15985_john_joe_mcelroys_fling,train
5431,15986_mick_rooneys,validation
5432,15987_weaving_dreams,train
5433,15988_stanleys_visit,train
5434,15989_morshiul_na_mara,test
5435,15990_mackay_from_skye,train
5436,15991_ceannt_the_piper,train
5437,15992_the_grinder,train
5438,15993_marram,train
5439,15994_paul_sinclairs_beard,train
5440,15995_the_chipped_tooth,train
5441,15996_the_glountanefinnane,train
5442,15997_stockyards,validation
5443,15998_paddy_the_piper,train
5444,15999_the_mother_of_dragons,train
5445,159_denis_murphys,test
5446,15_calliope_house,train
5447,16000_amparo,train
5448,16001_adulterated_american,validation
5449,16003_miss_mullen,train
5450,16004_fort_dunree,train
5451,16005_knockatallon_cross,validation
5452,16006_mogh_roith,train
5453,16007_oh_but_will_you_come_to_town,train
5454,16009_aiken_drum,train
5455,16010_november,train
5456,16011_the_irish_marche,validation
5457,16012_clans,train
5458,16013_the_inside-oot_fish_eater,train
5459,16014_the_buttons_and_bows,train
5460,16015_i_dont_care,train
5461,16016_linnane_terrace,train
5462,16017_the_last_hurdle,train
5463,16018_the_schenley_oval,train
5464,16019_my_otis_tomas_violin,train
5465,16020_brogeen,train
5466,16021_mcsweeneys_lament,validation
5467,16022_jig_for_jules,train
5468,16023_the_bay_of_light,train
5469,16024_the_watchtower,train
5470,16025_le_petit_oiseau,train
5471,16026_gavotte_de_lorient,train
5472,16027_ride_pour_jean-michel_veillon,train
5473,16028_the_newyorkers,train
5474,16029_the_happy_ruinous_house,train
5475,16030_flying_to_birmingham,train
5476,16032_the_fermoy_lasses_highland,train
5477,16033_joe_holmes,test
5478,16034_the_free_gardeners,validation
5479,16035_lowlanders,train
5480,16036_the_green_tree,train
5481,16038_preston_guild,train
5482,16039_glaspaa,train
5483,16040_the_steel,validation
5484,16042_lons,train
5485,16043_dans_fisel,train
5486,16044_danza_de_santana,train
5487,16045_mandragore_vals,train
5488,16046_dhannsamaid_le_ailean,validation
5489,16047_la_sourde,test
5490,16048_eighth_black_watch_on_passchendaele_ridge,train
5491,16049_road_to_gateshead,test
5492,16050_a_waltz_for_mairead,validation
5493,16051_haven,train
5494,16052_a_sunny_day_in_april,train
5495,16053_the_dancing_flame,train
5496,16054_a_walk_in_the_shire,train
5497,16055_easter_breakfast,validation
5498,16056_the_number_nine,train
5499,16057_sabhal_iain_ic_uisdean,train
5500,16058_the_drampire,train
5501,16059_shapinsay,validation
5502,16060_the_grower,train
5503,16061_the_dragon,train
5504,16062_micheals_welcome_to_charlie,train
5505,16063_the_hungry_rocks,train
5506,16064_echo_falls,train
5507,16065_kas_a_barh,test
5508,16066_fools_jig_bampton,train
5509,16068_celias,train
5510,16069_the_rolling_hills_of_brosna,train
5511,16070_beoga,test
5512,16071_black_diamond,test
5513,16072_la_grondeuse,test
5514,16073_the_barred_galaxy,validation
5515,16074_the_blakes_of_mayo,validation
5516,16075_the_three_crowns,train
5517,16077_clog_de_pariseau,test
5518,16078_the_redhaired_hurricane,train
5519,16079_the_benjamin_hop,train
5520,16080_the_andersom,train
5521,16081_the_mighty_hills_of_ennis,train
5522,16082_le_ronde_des_voyageurs,train
5523,16083_mirseil_alasdruim,train
5524,16084_the_earl_of_hyndford,test
5525,16085_marche_du_mont_saint-louis,test
5526,16086_don_side,train
5527,16087_regular_climber,test
5528,16088_gordon_quigleys,train
5529,16089_the_arctic,test
5530,16090_rond_de_loudac,train
5531,16091_mrs,train
5532,16092_woods_hole_fisherman,train
5533,16094_the_hound_and_the_hare,validation
5534,16095_o_teannaibh_dlth_togaibh_fonn,train
5535,16097_coilleach_rua_na_mire,test
5536,16098_mike_and_the_volcano,train
5537,16099_lucky_dozen,train
5538,160_gallaghers_frolics,test
5539,16100_the_salt,train
5540,16101_marcha_do_entrelazado_de_allariz,test
5541,16103_mckennas,train
5542,16104_the_flats_of_libby,train
5543,16105_antikythera,train
5544,16106_trippy_arpeggios,train
5545,16107_the_dying_year,train
5546,16108_caitrionas_fancy,train
5547,16109_the_eight_men_of_mideart,test
5548,16110_kas_a_bar,train
5549,16111_woofin_the_cat,validation
5550,16112_kas_a_barh,train
5551,16113_harveys,test
5552,16114_the_silver_hand,train
5553,16115_the_bantry_girls_lament,test
5554,16116_the_miller_o_hirn,validation
5555,16118_maple_leaf_two-step,train
5556,16119_errigal_braes,validation
5557,16121_ontario_swing,train
5558,16123_1921,validation
5559,16124_pokarekare_ana,train
5560,16126_moving_to_belle_cte,train
5561,16127_youre_only_as_good_as_your_last_gig,train
5562,16128_rabs_wedding,train
5563,16129_cleethorpes_coast_light_railway,test
5564,16130_with_biddy_by_my_side,test
5565,16131_one_for_the_road,train
5566,16132_betsy_baker,train
5567,16133_muddy_doyles,test
5568,16134_rond_loudia,train
5569,16135_bale_lann_bihou,train
5570,16136_dans_plinn,validation
5571,16137_silly_lilly,validation
5572,16138_mount_pleasant,test
5573,16139_gribanovka_trip,train
5574,16141_bellas_dance,train
5575,16143_mariannes,train
5576,16144_le_petit_chien,train
5577,16145_joshuas_dream,train
5578,16146_queen_esthers,validation
5579,16147_falcon_bigney,train
5580,16148_kinnon_beaton,train
5581,16149_january_16th,train
5582,16150_rannie_maclellans,train
